系统内码,isbn,书名,其他题名信息, 丛书题名,分册号/名,定价,出版年月,CIP分类号,作者,供货折扣,开本,装帧,页数,内容提要,读者对象,主题词,版次,类型,备注,预计发货时间,首印数,建议采购数,包销品种,全套册数
9787200129595,9787200129595,曹雪芹的故事（精）,,大家小书,,45.00,2017.07,K825.6-49,周汝昌　著　周伦玲　整理,50,32,精,450,"红学泰斗周汝昌为我们讲述生动鲜活的曹雪芹的故事——曹雪芹何以成为我们今天所熟知的曹雪芹？他的身世背景究竟如何？是在怎样的环境中成长的？有什么不为人知的经历？他与神秘的脂砚斋究竟是何种关系？又是在何种情形下写出了千古奇书《红楼梦》？
   不同于枯燥无味的研究考证，在本书中，你将看到的是一个活生生的有血有肉的曹雪芹——他经历人间沧桑，饱尝世情冷暖，曾鲜衣怒马，也曾贫困凄凉。有目睹家族巨变的幼年，叛逆的少年，也有再遭巨变的青年，辗转谋生的中年；有严厉的父亲，溺爱的祖母，也有志同道合的朋友，失而复得的伴侣。看似大起大落的人生中也有着同我们一样的喜怒哀乐悲欢离合。他不再是一个符号，而仿佛一个有趣而健谈的经年老友，从书中走出来，与我们分享他的人生与他的《红楼梦》。",本科及以上,红楼梦　曹雪芹　周汝昌,1,?本科及以上,,,100,,,1
